,Category,Rating,Reviews,Size,Installs,Price,Content Rating,Android Ver
3772,28,4.3,154668,0,"10,000,000+",0,0,0.0
3773,19,4.4,98324,70,"1,000,000+",0,0,4.1
3774,13,4.3,27931,17,"5,000,000+",0,0,5.0
3775,18,4.3,47698,4.1,"5,000,000+",0,0,1.5
3776,31,4.3,25623548,0,"1,000,000,000+",0,13,0.0
3777,18,4.3,133195,11,"5,000,000+",0,0,4.1
3778,19,4.3,1295293,11,"100,000,000+",0,0,4.1
3779,19,4.4,17069,94,"500,000+",0,10,5.0
3780,28,4.2,145088,24,"10,000,000+",0,0,4.4
3781,19,4.9,46253,56,"500,000+",0,10,4.0
3782,28,4.5,2078744,0,"500,000,000+",0,0,4.4
3783,19,4.6,111741,66,"5,000,000+",0,13,4.0
3784,18,4.6,515240,63,"10,000,000+",0,0,4.0
3785,12,4.6,49275,91,"500,000+",0,0,4.4
3786,18,3.4,29265,17,"1,000,000+",0,0,4.0
3787,24,3.8,85763,21,"1,000,000+",0,0,3.0
3788,18,4.4,4918776,0,"100,000,000+",0,10,0.0
3789,4,4.7,2440695,0,"100,000,000+",0,13,0.0
3790,19,4.6,137198,81,"5,000,000+",0,10,4.0
3791,21,4.1,78128208,0,"1,000,000,000+",0,13,0.0
3792,18,3.8,22191,3.0,"1,000,000+",0,0,2.3
3793,21,4.4,5637451,59,"100,000,000+",0,13,4.1
3794,23,4.4,5276983,0,"100,000,000+",0,0,4.3
3795,19,3.9,31061,83,"1,000,000+",0,0,4.2
3796,21,4.1,12495,19,"1,000,000+",0,17,2.3
3797,23,4.5,512996,23,"10,000,000+",0,0,4.1
3798,12,3.7,800,32,"50,000+",0,0,4.4
3799,21,4.4,2349421,39,"100,000,000+",0,13,4.0
3800,19,4.5,944661,57,"50,000,000+",0,0,4.0
3801,24,4.5,14184910,52,"100,000,000+",0,0,4.0
3802,26,3.8,159,7.5,"10,000+",0,0,5.0
3803,18,3.1,50,7.4,"10,000+",0,0,4.0
3804,26,4.5,799206,8.9,"10,000,000+",0,0,4.1
3805,26,5.0,2,6.3,100+,1.99,0,4.4
3806,18,4.4,3039889,18,"10,000,000+",0,17,4.0
3807,18,4.3,1305050,0,"50,000,000+",0,10,4.1
3808,13,2.9,155,20,"10,000+",0,0,4.1
3809,17,3.1,3042,0,"500,000+",0,0,0.0
3810,14,3.3,14210,96,"1,000,000+",0,0,5.0
3811,27,4.1,291,35,"5,000+",1.99,0,2.0
3812,20,4.6,625,8.4,"10,000+",3.99,0,2.1
3813,27,4.4,83,8.6,"1,000+",1.70,0,2.2
3814,18,4.5,4487182,55,"50,000,000+",0,13,4.0
3815,18,4.3,12,29,100+,0.99,0,2.3
3816,26,4.3,668,13,"50,000+",0,0,2.1
3817,20,4.5,2948,16,"50,000+",0,0,4.4
3818,7,4.5,17712922,40,"500,000,000+",0,13,4.0
3819,25,2.2,83,6.7,"50,000+",0,0,4.4
3820,18,4.5,6071542,100,"100,000,000+",0,13,4.1
3821,18,4.2,828489,0,"50,000,000+",0,0,0.0
3822,19,4.5,10053186,94,"100,000,000+",0,0,4.0
3823,17,4.6,815280,4.4,"10,000,000+",0,0,4.1
3824,18,3.9,24,64,"1,000+",1.99,13,3.2
3825,27,4.1,8,4.5,"1,000+",0,0,4.0
3826,33,3.3,19,6.0,"5,000+",0,0,4.3
3827,19,4.5,472247,0,"50,000,000+",0,0,4.1
3828,23,4.1,283,7.4,"100,000+",0,0,4.0
3829,1,4.8,253,3.7,"50,000+",0,0,4.0
3830,33,4.1,41,25,"1,000+",0,0,4.0
3831,27,4.5,2,10,500+,0,17,4.0
3832,19,4.6,44881447,98,"100,000,000+",0,10,4.1
3833,19,4.6,23125280,97,"100,000,000+",0,10,4.1
3834,19,4.3,22248,1.8,"1,000,000+",0,0,2.3
3835,19,4.1,29978,0,"1,000,000+",0,0,0.0
3836,19,4.5,349,11,"50,000+",0,0,4.0
3837,19,4.3,4624,78,"100,000+",0,0,4.0
3838,18,4.4,1397944,50,"10,000,000+",0,13,4.4
3839,19,4.7,2890,0,"50,000+",2.99,0,0.0
3840,19,4.4,22419455,74,"500,000,000+",0,0,4.1
3841,22,4.4,27275,8.3,"1,000,000+",0,13,4.1
3842,7,4.3,9642112,0,"1,000,000,000+",0,0,0.0
3843,27,4.2,1531,7.7,"10,000+",2.99,0,4.1
3844,4,4.2,873,2.5,"50,000+",0,0,2.1
3845,19,4.6,73404,5.3,"1,000,000+",0,0,4.0
3846,27,4.5,901110,0,"10,000,000+",0,10,0.0
3847,19,4.6,1218,4.0,"50,000+",0,0,4.0
3848,4,4.7,88,4.2,"1,000+",0,0,4.1
3849,27,4.8,557,74,"10,000+",0.99,0,4.0
3850,19,4.7,2387,6.9,"100,000+",0,0,4.1
3851,26,4.7,42916526,0,"500,000,000+",0,0,0.0
3852,17,1.7,686,6.6,"10,000+",0,0,4.3
3853,17,4.5,8096,16,"1,000,000+",0,17,4.1
3854,28,4.0,499,4.7,"10,000+",0,0,4.0
3855,19,3.6,608,5.4,"100,000+",0,0,4.1
3856,26,2.0,24,35,"1,000+",0,0,6.0
3857,17,4.7,707,26,"5,000+",0,0,4.4
3858,28,4.1,376,32,"50,000+",0,0,4.4
3859,19,4.3,109,2.7,"5,000+",0,0,4.0
3860,19,4.3,43,3.7,"10,000+",0,0,4.1
3861,19,4.5,2751,7.0,"100,000+",0,0,4.0
3862,19,4.4,77,6.9,"5,000+",0,0,5.0
3863,18,4.4,8921451,63,"100,000,000+",0,0,4.2
3864,19,4.6,130,2.2,"10,000+",0,0,4.0
3865,19,3.7,452,30,"100,000+",0,0,4.4
3866,19,4.5,4115,5.8,"100,000+",0,0,4.0
3867,4,4.0,459,3.1,"50,000+",0,0,4.0
3868,19,4.8,55,1.5,"1,000+",0,0,4.0
3869,19,4.0,1320,8.6,"100,000+",0,0,4.1
3870,19,4.7,27,1,"5,000+",0,0,3.0
3871,19,4.8,306,3.3,"5,000+",0,0,4.1
3872,19,4.6,498,5.0,"50,000+",0,0,4.0
3873,19,4.3,36,1.1,"5,000+",0,0,3.0
3874,19,4.2,1002,4.4,"10,000+",0,0,4.0
3875,19,4.8,138,2.1,"10,000+",0,0,3.0
3876,19,4.2,20,1.6,"5,000+",0,0,4.0
3877,27,4.6,6459626,0,"100,000,000+",0,13,0.0
3878,31,4.2,1971777,29,"100,000,000+",0,13,4.1
3879,7,4.5,305347,39,"10,000,000+",0,13,4.1
3880,18,4.6,408292,29,"10,000,000+",0.99,17,4.1
3881,18,4.5,1736105,14,"10,000,000+",0,17,2.1
3882,19,4.5,10214862,0,"100,000,000+",0,10,0.0
3883,18,4.3,5091448,41,"100,000,000+",0,0,4.1
3884,31,4.8,2588730,9.7,"50,000,000+",0,0,5.0
3885,7,4.6,2083237,0,"500,000,000+",0,0,4.4
3886,18,4.5,4229977,60,"100,000,000+",0,0,5.0
3887,18,4.3,8116142,62,"500,000,000+",0,0,4.0
3888,18,4.2,640974,47,"50,000,000+",0,0,4.0
3889,18,4.4,3058687,89,"100,000,000+",0,10,4.0
3890,18,4.5,4972230,9.9,"100,000,000+",0,0,4.0
3891,18,4.2,951,64,"100,000+",0,13,4.1
3892,18,4.6,1591129,48,"50,000,000+",0,0,4.0
3893,27,4.6,14026,12,"100,000+",0.99,0,2.2
3894,28,4.4,1860844,61,"500,000,000+",0,0,0.0
3895,31,4.5,1013867,32,"50,000,000+",0,0,4.1
3896,19,4.5,762706,28,"10,000,000+",0,13,4.0
3897,18,4.6,7657490,0,"100,000,000+",0,17,0.0
3898,18,4.5,2586261,0,"100,000,000+",0,0,4.2
3899,19,4.4,91171,36,"1,000,000+",0,0,4.1
3900,24,4.1,1076243,13,"100,000,000+",0,0,2.0
3901,19,4.4,4064868,69,"100,000,000+",0,10,4.1
3902,24,4.6,9873470,74,"100,000,000+",0,0,4.4
3903,19,4.6,15301,18,"100,000+",2.99,0,2.3
3904,27,4.5,10158,3.6,"500,000+",0,0,4.0
3905,18,4.5,4147718,79,"100,000,000+",0,0,2.3
3906,19,4.3,1168959,66,"50,000,000+",0,0,4.1
3907,18,4.3,4000433,42,"100,000,000+",0,0,4.0
3908,19,3.3,23682,9.8,"1,000,000+",0,13,4.0
3909,26,3.7,338449,2.8,"10,000,000+",0,0,2.3
3910,26,4.5,214265,0,"10,000,000+",0,0,0.0
3911,19,4.4,187892,40,"5,000,000+",0,0,4.0
3912,19,3.1,740,20,"100,000+",0,13,4.4
3913,32,4.0,15443,25,"1,000,000+",0,13,4.4
3914,22,4.4,2788460,0,"100,000,000+",0,13,0.0
3915,24,4.2,521081,0,"10,000,000+",0,10,5.0
3916,19,3.9,94910,44,"10,000,000+",0,0,4.3
3917,19,4.4,63773,8.8,"5,000,000+",0,0,5.0
3918,28,4.6,5378795,16,"100,000,000+",0,0,4.0
3919,19,4.8,1506783,89,"10,000,000+",0,13,4.0
3920,7,4.4,3075096,0,"100,000,000+",0,0,0.0
3921,12,3.9,10657,58,"1,000,000+",0,0,4.4
3922,19,4.5,736824,20,"10,000,000+",0,13,4.1
3923,19,3.6,1354,4.8,"500,000+",0,17,2.3
3924,17,3.4,4082,1,"500,000+",0,0,4.2
3925,28,4.7,564759,0,"10,000,000+",0,0,0.0
3926,26,4.4,951413,13,"100,000,000+",0,0,4.4
3927,19,4.4,1657,4.9,"100,000+",0,0,4.1
3928,21,4.5,17350,12,"500,000+",0,0,0.0
3929,4,4.2,814151,0,"100,000,000+",0,13,0.0
3930,28,4.6,1488289,0,"100,000,000+",0,0,0.0
3931,25,4.3,15209,0,"100,000+",8.99,0,0.0
3932,7,4.3,27156,66,"5,000,000+",0,0,4.4
3933,28,4.3,3249518,50,"100,000,000+",0,0,4.4
3934,21,4.6,4300936,0,"100,000,000+",0,13,0.0
3935,19,4.4,148536,59,"10,000,000+",0,0,4.1
3936,22,4.5,181983,0,"10,000,000+",0,0,0.0
3937,24,4.5,16257,14,"500,000+",0,10,4.1
3938,28,4.0,4660,5.9,"1,000,000+",0,0,4.0
3939,4,4.3,1476,41,"100,000+",0,0,3.0
3940,28,4.5,75951,0,"5,000,000+",0,0,0.0
3941,4,4.1,85842,37,"5,000,000+",0,0,4.0
3942,7,4.3,4604324,0,"1,000,000,000+",0,0,0.0
3943,12,4.0,10374,0,"500,000+",0,0,0.0
3944,25,4.3,9231613,0,"1,000,000,000+",0,0,0.0
3945,22,4.6,5911055,0,"100,000,000+",0,13,0.0
3946,4,4.2,210534,22,"10,000,000+",0,0,4.0
3947,22,4.4,6003590,0,"100,000,000+",0,13,0.0
3948,22,4.5,6200739,15,"100,000,000+",0,0,4.1
3949,12,4.3,9400,6.1,"1,000,000+",0,0,2.2
3950,7,4.0,56642847,0,"1,000,000,000+",0,0,0.0
3951,21,4.3,8595964,0,"500,000,000+",0,13,0.0
3952,7,4.4,1429038,0,"100,000,000+",0,0,2.3
3953,26,4.6,894435,3.1,"50,000,000+",0,13,4.0
3954,23,4.4,1302,1,"10,000+",4.99,0,2.2
3955,19,4.3,4551,79,"500,000+",0,0,2.3
3956,23,4.2,12726,15,"1,000,000+",0,0,4.1
3957,19,4.3,3213548,55,"100,000,000+",0,10,4.1
3958,26,4.3,3943,11,"100,000+",0,0,5.0
3959,26,4.6,57,13,"5,000+",0,0,5.0
3960,18,3.6,214,4.9,"50,000+",0,0,4.2
3961,32,4.3,11657972,0,"500,000,000+",0,17,0.0
3962,26,4.2,2588,7.6,"100,000+",0,0,4.0
3963,28,4.2,1117,3.0,"50,000+",0,0,5.0
3964,28,4.4,607,37,"50,000+",0,0,4.0
3965,26,4.3,9433,9.3,"500,000+",0,0,5.0
3966,2,4.9,73,23,"1,000+",0,0,3.2
3967,26,4.5,1250,1,"50,000+",0,0,4.0
3968,7,4.2,10790092,0,"500,000,000+",0,0,0.0
3969,7,4.3,659395,11,"100,000,000+",0,0,4.0
3970,26,4.2,13096,9.2,"500,000+",0,0,5.0
3971,17,3.8,38,4.8,"5,000+",0,0,4.0
3972,19,4.2,1671658,0,"50,000,000+",0,13,0.0
3973,19,1.0,1,16,10+,2.99,0,2.3
3974,30,4.4,6495,40,"100,000+",0,13,4.4
3975,12,4.0,43,13,"5,000+",0,0,4.0
3976,19,4.4,20368,31,"500,000+",0,13,2.3
3977,19,4.4,5427,0,"100,000+",4.99,0,0.0
3978,30,4.5,76593,0,"500,000+",5.99,0,0.0
3979,5,3.4,58,3.0,"10,000+",0,0,4.4
3980,5,3.8,183,9.9,"50,000+",0,0,4.0
3981,14,3.7,5559,3.7,"500,000+",0,0,4.0
3982,23,4.1,41,11,500+,1.49,0,4.4
3983,18,4.6,759838,63,"10,000,000+",0,0,4.0
3984,26,4.4,51,2.1,"5,000+",0,0,4.0
3985,5,4.2,127,1.4,"10,000+",0,0,4.0
3986,21,4.2,4828372,0,"1,000,000,000+",0,13,0.0
3987,18,4.4,3697174,36,"50,000,000+",0,13,4.3
3988,18,4.5,4830407,32,"50,000,000+",0,17,0.0
3989,26,4.2,1855262,0,"500,000,000+",0,0,0.0
3990,18,4.5,1128805,59,"50,000,000+",0,13,4.0
3991,19,4.3,64884,37,"5,000,000+",0,0,2.3
3992,26,4.4,8021623,0,"1,000,000,000+",0,0,0.0
3993,26,4.2,857215,7.9,"100,000,000+",0,0,4.1
3994,18,3.6,2065,25,"100,000+",0,0,2.3
3995,7,4.0,3419464,0,"1,000,000,000+",0,0,0.0
3996,18,4.4,12683,19,"1,000,000+",0,0,2.3
3997,18,4.6,3656,39,"100,000+",0,0,3.0
3998,26,4.5,1034,1,"5,000+",4.99,0,2.2
3999,21,4.4,120,2.3,"10,000+",0,13,4.0
4000,27,4.2,59,8.1,"1,000+",1.70,0,2.2
4001,24,4.3,989344,51,"50,000,000+",0,13,4.0
4002,28,4.6,267042,0,"5,000,000+",0,0,0.0
4003,26,1.8,53,3.4,"1,000+",1.49,0,4.0
4004,18,3.8,4116,8.8,"100,000+",0,0,2.3
4005,19,4.4,7715,28,"500,000+",0,0,4.1
4006,17,3.0,4710,0,"100,000+",0,0,0.0
4007,28,3.4,5,11,100+,2.99,0,3.2
4008,24,4.6,10,6.1,100+,3.88,0,2.3
4009,33,3.7,96,14,"10,000+",0,0,4.1
4010,17,3.0,543,94,"50,000+",0,0,5.0
4011,27,4.6,89,11,"5,000+",0.99,0,4.0
4012,28,4.4,2728941,0,"1,000,000,000+",0,0,0.0
4013,17,3.1,777,14,"50,000+",0,0,4.0
4014,26,4.3,255,1.6,"5,000+",14.99,0,4.0
4015,27,4.3,25,15,500+,1.49,0,7.0
4016,26,3.8,415,2.7,"50,000+",0,0,2.3
4017,17,4.5,231,5.7,"5,000+",0.99,0,4.3
4018,18,3.6,517,47,"50,000+",0,0,4.1
4019,27,4.2,33,1,500+,1.49,0,4.0
4020,15,4.5,30,25,"1,000+",0,0,4.0
4021,26,4.2,184,1.3,"10,000+",0,0,4.0
4022,26,3.3,6,1.5,100+,5.99,0,4.0
4023,18,4.2,1485806,33,"100,000,000+",0,0,4.1
4024,26,4.3,99290,3.9,"5,000,000+",0,0,2.3
4025,19,4.2,1960,87,"100,000+",0,0,2.3
4026,17,3.7,41917,14,"10,000,000+",0,0,4.4
4027,19,3.8,29544,10,"10,000,000+",0,0,4.0
4028,14,2.9,1786,5.9,"100,000+",0,0,4.4
4029,18,4.5,6181640,58,"100,000,000+",0,0,4.0
4030,26,4.3,123,1.9,"5,000+",0,0,4.0
4031,17,4.9,145,48,"5,000+",1.99,17,4.0
4032,18,4.4,19816,57,"1,000,000+",0,0,4.4
4033,7,4.4,9,1,500+,3.99,0,2.2
4034,1,4.4,13,4.5,"1,000+",0,0,4.0
4035,14,2.9,4031,8.9,"500,000+",0,0,4.4
4036,8,4.2,46,26,"10,000+",0,17,5.0
4037,14,4.0,50,15,"5,000+",0,0,4.4
4038,19,4.3,6,1.5,100+,399.99,0,7.0
4039,7,4.3,15439,2.2,"1,000,000+",0,0,2.3
4040,19,3.9,38,42,"5,000+",0,0,4.1
4041,19,4.3,103064,5.6,"5,000,000+",0,0,2.3
4042,14,4.0,214,8.9,"10,000+",0,0,4.4
4043,18,4.6,4108,13,"10,000+",17.99,10,4.0
4044,19,3.7,126,13,"10,000+",0,0,4.1
4045,15,4.0,65914,0,"10,000,000+",0,0,0.0
4046,27,4.6,621,5.4,"50,000+",0,0,4.4
4047,18,4.4,3250,27,"1,000,000+",0,0,4.0
4048,27,4.5,2,3.0,100+,0,0,4.1
4049,19,3.0,4,19,"1,000+",0,0,4.1
4050,28,3.1,67,8.3,"10,000+",0,0,4.0
4051,19,4.3,1633565,57,"100,000,000+",0,0,4.1
4052,28,4.5,107,1.2,"50,000+",0,0,4.0
4053,19,4.5,681,2.8,"50,000+",0,0,2.3
4054,5,4.5,176,19,"10,000+",0,0,5.0
4055,26,4.1,10426,7.2,"1,000,000+",0,0,4.0
4056,2,4.6,4140,0,"50,000+",1.99,0,0.0
4057,19,4.2,1752017,52,"100,000,000+",0,0,4.1
4058,18,3.9,178723,65,"10,000,000+",0,0,2.3
4059,18,3.9,2454,37,"500,000+",0,0,4.0
4060,26,3.9,19758,2.9,"5,000,000+",0,0,4.0
4061,7,4.3,4785892,11,"500,000,000+",0,0,4.0
4062,19,4.2,3133,34,"500,000+",0,0,3.1
4063,7,4.2,594720,0,"50,000,000+",0,0,4.4
4064,19,3.7,7453,6.5,"1,000,000+",0,0,4.1
4065,19,2.8,4635,3.9,"1,000,000+",0,0,4.0
4066,18,4.4,5231553,0,"100,000,000+",0,0,2.3
4067,26,4.1,8137,3.9,"1,000,000+",0,0,4.3
4068,19,4.4,1372013,57,"100,000,000+",0,0,4.1
4069,23,2.7,3032,2.8,"500,000+",0,0,3.0
4070,18,4.7,403911,23,"10,000,000+",0,0,4.1
4071,21,4.2,1175188,0,"50,000,000+",0,17,0.0
4072,18,4.2,249308,55,"10,000,000+",0,0,2.3
4073,7,4.1,10484169,0,"1,000,000,000+",0,0,0.0
4074,18,4.5,3777822,75,"100,000,000+",0,0,4.1
4075,24,4.4,29864,40,"1,000,000+",0,0,4.1
4076,19,4.0,250257,50,"5,000,000+",0,0,2.3
4077,21,4.2,83474,0,"5,000,000+",0,0,0.0
4078,7,4.1,132015,25,"10,000,000+",0,0,4.2
4079,21,4.0,80987,25,"5,000,000+",0,13,4.4
4080,1,4.4,295237,0,"10,000,000+",0,0,0.0
4081,21,4.7,896118,6.6,"5,000,000+",0,0,4.1
4082,18,4.3,421000,36,"10,000,000+",0,0,4.1
4083,18,4.7,989158,75,"10,000,000+",0,0,4.1
4084,21,4.4,90082,8.8,"1,000,000+",0,0,4.1
4085,19,4.0,83875,43,"1,000,000+",0,0,2.3
4086,19,4.3,1838090,0,"100,000,000+",0,10,4.1
4087,18,4.2,307398,9.9,"10,000,000+",0,0,2.1
4088,18,4.4,4637439,96,"100,000,000+",0,10,4.1
4089,26,4.6,2176,1,"100,000+",0,0,4.1
4090,19,3.3,162,9.0,"10,000+",0,13,4.1
4091,18,4.5,547644,23,"50,000,000+",0,13,2.3
4092,14,2.3,74,2.6,"10,000+",0,0,4.3
4093,19,4.2,56259,23,"10,000,000+",0,0,4.0
4094,19,4.1,705805,35,"50,000,000+",0,0,4.1
4095,19,4.4,2122705,49,"100,000,000+",0,0,4.1
4096,21,3.2,185,4.7,"10,000+",0,13,4.1
4097,19,3.5,339,0,"100,000+",0,0,4.0
4098,19,4.6,61264,43,"1,000,000+",0.99,0,4.1
4099,19,4.3,1329008,97,"50,000,000+",0,0,2.3
4100,19,4.1,405824,0,"10,000,000+",0,0,4.2
4101,27,4.1,8,3.1,"1,000+",0,0,4.1
4102,27,4.1,797,6.7,"50,000+",0,0,4.0
4103,19,4.7,36,7.1,"1,000+",0,0,4.0
4104,26,3.5,81747,9.1,"10,000,000+",0,0,4.1
4105,19,3.9,28,98,"1,000+",0,0,4.4
4106,18,4.1,609,13,"10,000+",0,0,2.2
4107,19,4.7,17,2.4,"1,000+",0,0,2.3
4108,19,4.6,7,7.3,"1,000+",0,17,4.0
4109,27,4.5,164,33,"10,000+",0,0,6.0
4110,27,4.7,98,3.4,"10,000+",0,0,4.0
4111,27,4.9,934,3.8,"10,000+",0,0,4.0
4112,7,4.3,2451136,0,"100,000,000+",0,13,0.0
4113,14,4.1,290,40,"50,000+",0,13,4.1
4114,22,4.4,9140,14,"500,000+",0,0,4.4
4115,7,4.2,1603,0,"10,000+",4.99,0,0.0
4116,7,4.1,1760,0,"100,000+",0,0,0.0
4117,23,4.6,1656808,0,"50,000,000+",0,0,4.4
4118,18,4.3,1017408,34,"10,000,000+",0,13,4.0
4119,19,4.4,1185,40,"100,000+",0,0,4.1
4120,12,4.4,124324,0,"10,000,000+",0,0,4.2
4121,27,4.5,14,11,"1,000+",0,0,7.0
4122,21,4.6,4046,63,"100,000+",0,13,4.0
4123,26,4.8,1955,14,"100,000+",0,0,4.1
4124,19,4.3,1065,61,"100,000+",0,0,4.1
4125,21,4.8,19047,63,"100,000+",0,13,4.0
4126,19,4.8,16,8.9,500+,1.99,0,4.2
4127,26,3.7,43,10,"5,000+",0,17,4.1
4128,19,4.1,9019,44,"1,000,000+",0,0,4.0
4129,19,3.7,4444,10,"500,000+",0,0,4.1
4130,19,4.2,6418,59,"100,000+",0,0,4.1
4131,19,4.5,39,7.4,"1,000+",0,0,4.1
4132,19,4.6,28,23,"1,000+",1.99,0,2.2
4133,31,4.5,712737,50,"10,000,000+",0,0,4.3
4134,19,4.7,21,44,"1,000+",5.99,0,4.1
4135,7,4.3,2546549,0,"100,000,000+",0,0,0.0
4136,19,4.9,55,40,"1,000+",0,0,4.1
4137,18,4.4,2351,62,"100,000+",0,0,4.0
4138,19,4.6,60,2.1,"10,000+",0,0,2.2
4139,17,4.0,42,26,"5,000+",0,0,4.4
4140,19,4.8,39,3.6,"1,000+",0,0,4.0
4141,19,4.3,159,13,"10,000+",0,0,4.0
4142,7,4.4,64,4.5,"5,000+",0,13,5.0
4143,19,4.2,11263,35,"1,000,000+",0,0,4.0
4144,18,4.6,4304,71,"100,000+",0,0,4.0
4145,19,4.8,17,23,100+,3.99,17,4.0
4146,19,4.0,369,3.5,"10,000+",0,0,2.3
4147,19,4.3,264,60,"10,000+",0,0,2.3
4148,18,4.7,703,40,"10,000+",0,10,4.1
4149,21,4.5,456866,0,"10,000,000+",0,13,0.0
4150,18,4.6,2694969,78,"100,000,000+",0,0,4.1
4151,22,4.5,972256,20,"50,000,000+",0,13,4.1
4152,18,4.3,696019,0,"50,000,000+",0,10,4.1
4153,17,4.0,45224,49,"5,000,000+",0,0,4.1
4154,19,4.2,357049,40,"50,000,000+",0,0,4.1
4155,19,4.0,576210,48,"50,000,000+",0,0,2.3
4156,18,4.5,2308916,87,"10,000,000+",0,13,4.1
4157,27,4.0,6263,20,"500,000+",0,0,2.3
4158,19,4.1,1111915,50,"100,000,000+",0,0,4.1
4159,19,4.6,67410,1,"1,000,000+",0,0,2.2
4160,19,3.1,306,2.9,"50,000+",0,0,4.0
4161,21,4.9,5677,67,"50,000+",0,13,4.0
4162,28,4.5,2965,2.4,"100,000+",0,0,4.3
4163,19,4.0,155276,61,"10,000,000+",0,0,4.1
4164,28,4.0,11535,6.8,"1,000,000+",0,0,4.0
4165,27,3.6,5525,2.6,"500,000+",0,0,2.3
4166,19,4.5,4251,13,"1,000,000+",0,0,4.0
4167,18,4.2,1185148,29,"100,000,000+",0,0,4.0
4168,18,4.3,90415,84,"10,000,000+",0,0,4.1
4169,27,3.9,2852,5.4,"100,000+",0,0,4.0
4170,27,4.3,1734,2.8,"100,000+",0,17,4.0
4171,22,4.3,85,2.9,"50,000+",0,0,4.4
4172,19,4.4,222308,6.9,"10,000,000+",0,0,4.4
4173,19,4.3,556659,46,"10,000,000+",0,0,4.1
4174,19,4.4,499,27,"100,000+",0,0,4.0
4175,28,4.3,1827212,0,"50,000,000+",0,0,4.4
4176,19,4.5,2375336,0,"10,000,000+",6.99,10,0.0
4177,31,4.4,953894,37,"10,000,000+",0,0,0.0
4178,19,3.5,31538,82,"1,000,000+",0,10,4.4
4179,5,4.4,236,44,"10,000+",0,0,4.4
4180,27,4.4,37234,7.3,"1,000,000+",0,0,4.1
4181,31,4.5,58820,37,"1,000,000+",0,0,4.4
4182,23,4.4,758780,53,"50,000,000+",0,0,4.0
4183,18,4.4,596,44,"100,000+",0,0,4.0
4184,28,4.0,549214,0,"50,000,000+",0,0,0.0
4185,26,3.9,84,24,"10,000+",0,0,4.0
4186,18,3.9,1202,34,"100,000+",0,0,4.1
4187,28,4.3,184,0,"1,000+",2.99,0,2.2
4188,32,4.9,198,9.1,"10,000+",0,0,5.0
4189,18,3.7,303,38,"100,000+",0,0,4.0
4190,31,3.3,30,15,"5,000+",0,0,4.0
4191,17,3.8,718,26,"10,000+",399.99,0,4.4
4192,18,3.5,901,63,"50,000+",0,0,2.3
4193,26,4.2,38,1,"5,000+",0,0,1.6
4194,31,4.5,6469179,0,"500,000,000+",0,0,0.0
4195,7,3.5,400,4.2,"100,000+",0,0,2.2
4196,17,3.6,275,7.3,"10,000+",400.00,0,4.1
4197,14,4.6,71266,49,"1,000,000+",0,0,4.0
4198,7,3.9,167229,9.7,"10,000,000+",0,0,4.1
4199,26,4.2,2803,1.4,"100,000+",0,0,4.0
4200,27,4.2,202,4.9,"10,000+",0,0,3.0
4201,12,4.0,142,6.2,"10,000+",0,0,4.0
4202,7,3.2,559,6.0,"10,000+",0,0,3.0
4203,20,4.6,15537,0,"100,000+",0,0,0.0
4204,20,2.4,102,1.2,"10,000+",0,0,4.4
4205,2,4.5,189,16,"10,000+",0,0,6.0
4206,18,4.1,234606,59,"10,000,000+",0,0,2.3
4207,27,4.2,128,7.7,"10,000+",0,0,4.1
4208,19,3.7,10035,30,"1,000,000+",0,13,4.1
4209,27,4.3,2538,6.4,"100,000+",2.99,0,4.1
4210,18,4.2,156862,64,"5,000,000+",0,10,4.1
4211,18,4.1,63680,46,"1,000,000+",0,10,4.1
4212,19,3.9,19727,76,"1,000,000+",0,13,4.1
4213,18,3.8,4719,54,"500,000+",0,0,4.1
4214,27,4.4,32597,8.4,"1,000,000+",0,0,4.1
4215,17,3.4,552,22,"10,000+",0,0,4.4
4216,18,4.0,166033,23,"10,000,000+",0,10,2.3
4217,28,4.4,253,8.2,"10,000+",0,0,4.1
4218,7,3.3,960,3.8,"50,000+",0,0,2.3
4219,18,4.8,133180,54,"1,000,000+",0,10,4.4
4220,18,4.5,413,9.1,"1,000+",4.99,0,4.0
4221,22,3.4,620,40,"100,000+",0,0,4.1
4222,19,4.3,817,28,"100,000+",0,0,4.1
4223,28,4.3,369,11,"10,000+",0,0,4.1
4224,19,4.1,313,34,"5,000+",2.99,10,2.3
4225,18,4.0,37789,58,"1,000,000+",0,13,4.1
4226,19,4.4,3570,21,"100,000+",2.99,10,2.3
4227,19,3.8,48929,45,"5,000,000+",0,0,4.0
4228,19,4.4,89947,22,"5,000,000+",0,10,4.0
4229,18,3.8,466,28,"10,000+",0.99,0,4.1
4230,18,4.2,30630,17,"1,000,000+",0,0,4.1
4231,19,3.8,7462,31,"1,000,000+",0,0,2.3
4232,27,4.8,133,59,"1,000+",2.49,0,7.0
4233,19,4.7,8600,91,"500,000+",0,0,4.0
4234,19,4.3,923,0,"10,000+",2.99,0,0.0
4235,17,3.5,292,20,"50,000+",0,0,4.0
4236,18,3.9,29505,69,"1,000,000+",0,0,4.0
4237,19,4.2,106,71,"50,000+",0,0,4.0
4238,18,4.6,169,13,"1,000+",0.99,0,2.3
4239,18,4.7,6187,33,"100,000+",0,13,4.0
4240,19,4.5,659,3.3,"10,000+",3.99,0,1.5
4241,31,3.8,3965,6.4,"100,000+",0,0,4.1
4242,19,4.5,4656,20,"100,000+",2.99,10,4.0
